Index,image_url,image_description,image_size,userID,screenname,avatar_url,avatarimage_size,Province,City,Lat,Lon,CityName,Location,Gender,Followers_count,Friends_count,Favourites_count,Credit_Score,Urank,Category
1,http://ww4.sinaimg.cn/mw1024/b7560a75jw1erd9lyeoojj20dc0hsgo0.jpg,整个人就想死！花粉柳絮<strong>颗粒物</strong>！整个脸惨不忍睹到了极,"(480, 640)",3075869301,请叫我宇宙无敌超级美少女,http://ww2.sinaimg.cn/crop.0.0.512.512.1024/b7560a75jw8erfd5cdbmzj20e80e874u.jpg,"(50, 50)",62,26,33.400766,104.922071,Lǒngnán 陇南,甘肃 陇南,f,139,None,32,80,19,particulatematter
2,http://ww2.sinaimg.cn/mw1024/791f62b7jw1eq9szlg4tlj20fa0qxmyw.jpg,【被#可吸入颗粒物#笼罩的首尔 】http://t,"(550, 969)",2032100023,韩国中央日报,http://tp4.sinaimg.cn/2032100023/180/1300688952/0,"(50, 50)",400,18,35.906849,127.770996,Hánguó 韩国,海外 韩国,f,1149,None,1,80,19,particulatematter
3,http://ww2.sinaimg.cn/mw1024/77cde761jw1er2dwla9lej20go0gomxe.jpg,雾？霾？  都能够看到空气中的<strong>颗粒物</strong>,"(600, 600)",2009982817,好好足下生风,http://ww3.sinaimg.cn/crop.0.210.540.540.1024/77cde761jw8earpdw5onmj20f00qoq3r.jpg,"(50, 50)",43,1,28.228209,112.938814,Chángshā 长沙,湖南 长沙,f,24,None,90,80,13,particulatematter
4,http://ww3.sinaimg.cn/mw1024/93ef3823jw1equsxqvib7j20qo0f0aaq.jpg,气象报告增加了城市“细<strong>颗粒物</strong>浓度”数据播报。@广播那,"(960, 540)",2481928227,我在济水之南,http://ww4.sinaimg.cn/crop.0.0.179.179.1024/93ef3823tw1ebpbmul95mj20500503yl.jpg,"(50, 50)",37,1,36.665282,116.994917,Jǐnán 济南,山东 济南,m,107,None,None,80,22,particulatematter
5,http://ww1.sinaimg.cn/mw1024/630b7fd2jw1eqli94tx7qj20cv0hs76i.jpg,PM10可吸入<strong>颗粒物</strong>爆表1000，纯天然皮肤sc,"(463, 640)",1661698002,Kiki宋忆南,http://ww2.sinaimg.cn/crop.0.1.1242.1242.1024/630b7fd2jw8epexl88n5dj20yi0ykn0f.jpg,"(50, 50)",11,5,39.921034,116.443188,Cháoyángqū 朝阳区,北京 朝阳区,f,376,None,17,80,17,particulatematter
6,http://ww4.sinaimg.cn/mw1024/ddb8ab9bjw1eqe5ow33d8j20dc0hst9a.jpg,全是我的肺吸入了那么多<strong>颗粒物</strong>物以后恶心的样子………,"(480, 640)",3719867291,Zhao軲轆,http://ww1.sinaimg.cn/crop.0.0.640.640.1024/ddb8ab9bjw8eqo52e5xdgj20hs0hsjsb.jpg,"(50, 50)",32,1,32.060255,118.796877,Nánjīng 南京,江苏 南京,f,80,None,88,80,17,particulatematter
7,http://ww4.sinaimg.cn/mw1024/488ed63ejw1eq2pdrlskhj20xc18gwm7.jpg,常是这种状态，空气中的<strong>颗粒物</strong>都看得很清楚～,"(1024, 1365)",1217320510,阿横SOS,http://ww3.sinaimg.cn/crop.0.0.720.720.1024/488ed63ejw8ej2t9y2wbij20k00k0wfi.jpg,"(50, 50)",34,1,31.821448,117.227271,Héféi 合肥,安徽 合肥,f,35,None,71,80,22,particulatematter
8,http://ww3.sinaimg.cn/mw1024/53f55a53jw1epsairze4tj20hs0dc76d.jpg,官方数据：城六区未标注<strong>颗粒物</strong>名称30-50。,"(640, 480)",1408588371,朝花夕拾一天天,http://tp4.sinaimg.cn/1408588371/180/5661837974/0,"(50, 50)",11,5,39.921034,116.443188,Cháoyángqū 朝阳区,北京 朝阳区,f,367,None,132,80,18,particulatematter
9,http://ww4.sinaimg.cn/mw1024/8b5825abjw1epqo3k963bj21f01w0b2c.jpg,没有可吸入<strong>颗粒物</strong>的地方，美翻了！,"(1024, 1365)",2337809835,Ruby--TT,http://ww3.sinaimg.cn/crop.0.0.757.757.1024/8b5825abjw8eju3lprgvyj20l10l2gmw.jpg,"(50, 50)",11,5,39.921034,116.443188,Cháoyángqū 朝阳区,北京 朝阳区,f,82,None,171,80,19,particulatematter
10,http://ww4.sinaimg.cn/mw1024/6868de21jw1epnw4rcugaj20dc0hswha.jpg,这个算PM多少的<strong>颗粒物</strong>！,"(480, 640)",1751703073,我18岁零53个月,http://ww2.sinaimg.cn/crop.0.1.640.640.1024/6868de21jw8epn4l74olnj20hs0hugmp.jpg,"(50, 50)",32,5,31.298886,120.585316,Sūzhōu 苏州,江苏 苏州,f,309,None,288,80,20,particulatematter
11,http://ww3.sinaimg.cn/mw1024/53f55a53jw1epi29e93t9j20m80gowfx.jpg,天！官方数据：城六区细<strong>颗粒物</strong>30-50。,"(800, 600)",1408588371,朝花夕拾一天天,http://tp4.sinaimg.cn/1408588371/180/5661837974/0,"(50, 50)",11,5,39.921034,116.443188,Cháoyángqū 朝阳区,北京 朝阳区,f,367,None,132,80,18,particulatematter
12,http://ww1.sinaimg.cn/mw1024/6c81cf21jw1ep90szk0mtj20fy0qngmc.jpg,二氧化硫氮氧化物可吸入<strong>颗粒物</strong>在灰... |红山东路,"(574, 959)",1820446497,叶吐温,http://tp2.sinaimg.cn/1820446497/180/5603096906/0,"(50, 50)",31,15,31.221959,121.544721,Pǔdōngxīnqū 浦东新区,上海 浦东新区,f,77,None,62,80,23,particulatematter
